num_date_time,answer
14 2020-08-26 10,6272
14 2020-08-26 11,6086
14 2020-08-26 12,6037
14 2020-08-26 13,6086
14 2020-08-26 14,6206
14 2020-08-26 15,6396
14 2020-08-26 16,6675
14 2020-08-26 17,6857
14 2020-08-26 18,6975
14 2020-08-26 19,6906
14 2020-08-26 20,6938
14 2020-08-26 21,7126
14 2020-08-26 22,7148
14 2020-08-26 23,7117
14 2020-08-27 00,7022
14 2020-08-27 01,7129
14 2020-08-27 02,7070
14 2020-08-27 03,6952
14 2020-08-27 04,6953
14 2020-08-27 05,7102
14 2020-08-27 06,7334
14 2020-08-27 07,7491
14 2020-08-27 08,7138
14 2020-08-27 09,6869
14 2020-08-27 10,6697
14 2020-08-27 11,6591
14 2020-08-27 12,6494
14 2020-08-27 13,6409
14 2020-08-27 14,6360
14 2020-08-27 15,6326
14 2020-08-27 16,6279
14 2020-08-27 17,6221
14 2020-08-27 18,6190
14 2020-08-27 19,6176
14 2020-08-27 20,6182
14 2020-08-27 21,6172
14 2020-08-27 22,6186
14 2020-08-27 23,6136
14 2020-08-28 00,6335
14 2020-08-28 01,6455
14 2020-08-28 02,6563
14 2020-08-28 03,6609
14 2020-08-28 04,6641
14 2020-08-28 05,6664
14 2020-08-28 06,6764
14 2020-08-28 07,6774
14 2020-08-28 08,6569
14 2020-08-28 09,6388
14 2020-08-28 10,6354
14 2020-08-28 11,6337
14 2020-08-28 12,6318
14 2020-08-28 13,6299
14 2020-08-28 14,6303
14 2020-08-28 15,6316
14 2020-08-28 16,6328
14 2020-08-28 17,6333
14 2020-08-28 18,6348
14 2020-08-28 19,6365
14 2020-08-28 20,6372
14 2020-08-28 21,6370
14 2020-08-28 22,6325
14 2020-08-28 23,6258
14 2020-08-29 00,6410
14 2020-08-29 01,6459
14 2020-08-29 02,6459
14 2020-08-29 03,6446
14 2020-08-29 04,6456
14 2020-08-29 05,6554
14 2020-08-29 06,6688
14 2020-08-29 07,6763
14 2020-08-29 08,6598
14 2020-08-29 09,6425
14 2020-08-29 10,6314
14 2020-08-29 11,6303
14 2020-08-29 12,6301
14 2020-08-29 13,6299
14 2020-08-29 14,6300
14 2020-08-29 15,6312
14 2020-08-29 16,6329
14 2020-08-29 17,6350
14 2020-08-29 18,6369
14 2020-08-29 19,6381
14 2020-08-29 20,6388
14 2020-08-29 21,6404
14 2020-08-29 22,6408
14 2020-08-29 23,6387
14 2020-08-30 00,6562
14 2020-08-30 01,6650
14 2020-08-30 02,6677
14 2020-08-30 03,6656
14 2020-08-30 04,6656
14 2020-08-30 05,6707
14 2020-08-30 06,6867
14 2020-08-30 07,6978
14 2020-08-30 08,6771
14 2020-08-30 09,6556
14 2020-08-30 10,6441
14 2020-08-30 11,6415
14 2020-08-30 12,6372
14 2020-08-30 13,6332
14 2020-08-30 14,6302
14 2020-08-30 15,6276
14 2020-08-30 16,6246
14 2020-08-30 17,6213
14 2020-08-30 18,6190
14 2020-08-30 19,6164
14 2020-08-30 20,6128
14 2020-08-30 21,6087
14 2020-08-30 22,6070
14 2020-08-30 23,6100
14 2020-08-31 00,6349
14 2020-08-31 01,6591
14 2020-08-31 02,6749
14 2020-08-31 03,6827
14 2020-08-31 04,6864
14 2020-08-31 05,6908
14 2020-08-31 06,6887
14 2020-08-31 07,6940
14 2020-08-31 08,6607
14 2020-08-31 09,6439
14 2020-08-31 10,6372
14 2020-08-31 11,6287
14 2020-08-31 12,6234
14 2020-08-31 13,6217
14 2020-08-31 14,6238
14 2020-08-31 15,6268
14 2020-08-31 16,6291
14 2020-08-31 17,6289
14 2020-08-31 18,6288
14 2020-08-31 19,6291
14 2020-08-31 20,6304
14 2020-08-31 21,6311
14 2020-08-31 22,6310
14 2020-08-31 23,6271
15 2020-08-25 00,5789
15 2020-08-25 01,5712
15 2020-08-25 02,5544
15 2020-08-25 03,5416
15 2020-08-25 04,5367
15 2020-08-25 05,5356
15 2020-08-25 06,5456
15 2020-08-25 07,5718
15 2020-08-25 08,5669
15 2020-08-25 09,5689
15 2020-08-25 10,5742
15 2020-08-25 11,5838
15 2020-08-25 12,6003
15 2020-08-25 13,6212
15 2020-08-25 14,6382
15 2020-08-25 15,6473
15 2020-08-25 16,6439
15 2020-08-25 17,6382
15 2020-08-25 18,6355
15 2020-08-25 19,6233
15 2020-08-25 20,6037
15 2020-08-25 21,5803
15 2020-08-25 22,5587
15 2020-08-25 23,5498
15 2020-08-26 00,5436
15 2020-08-26 01,5331
15 2020-08-26 02,5274
15 2020-08-26 03,5266
15 2020-08-26 04,5293
15 2020-08-26 05,5328
15 2020-08-26 06,5327
15 2020-08-26 07,5710
15 2020-08-26 08,5723
15 2020-08-26 09,5773
15 2020-08-26 10,5842
15 2020-08-26 11,5922
15 2020-08-26 12,6062
15 2020-08-26 13,6264
15 2020-08-26 14,6440
15 2020-08-26 15,6559
15 2020-08-26 16,6574
15 2020-08-26 17,6495
15 2020-08-26 18,6363
15 2020-08-26 19,6190
15 2020-08-26 20,6013
15 2020-08-26 21,5823
15 2020-08-26 22,5633
15 2020-08-26 23,5484
15 2020-08-27 00,5402
15 2020-08-27 01,5277
15 2020-08-27 02,5207
15 2020-08-27 03,5163
15 2020-08-27 04,5131
15 2020-08-27 05,5151
15 2020-08-27 06,5219
15 2020-08-27 07,5787
15 2020-08-27 08,5742
15 2020-08-27 09,5732
15 2020-08-27 10,5732
15 2020-08-27 11,5771
15 2020-08-27 12,5816
15 2020-08-27 13,5830
15 2020-08-27 14,5863
15 2020-08-27 15,5881
15 2020-08-27 16,5891
15 2020-08-27 17,5876
15 2020-08-27 18,5825
15 2020-08-27 19,5700
15 2020-08-27 20,5610
15 2020-08-27 21,5521
15 2020-08-27 22,5459
15 2020-08-27 23,5437
15 2020-08-28 00,5453
15 2020-08-28 01,5361
15 2020-08-28 02,5400
15 2020-08-28 03,5461
15 2020-08-28 04,5504
15 2020-08-28 05,5371
15 2020-08-28 06,5184
15 2020-08-28 07,5302
15 2020-08-28 08,5395
15 2020-08-28 09,5485
15 2020-08-28 10,5563
15 2020-08-28 11,5653
15 2020-08-28 12,5733
15 2020-08-28 13,5790
15 2020-08-28 14,5819
15 2020-08-28 15,5845
15 2020-08-28 16,5862
15 2020-08-28 17,5854
15 2020-08-28 18,5809
15 2020-08-28 19,5695
15 2020-08-28 20,5644
15 2020-08-28 21,5587
15 2020-08-28 22,5537
15 2020-08-28 23,5497
15 2020-08-29 00,5490
15 2020-08-29 01,5433
15 2020-08-29 02,5452
15 2020-08-29 03,5474
15 2020-08-29 04,5492
15 2020-08-29 05,5475
15 2020-08-29 06,5431
15 2020-08-29 07,5580
15 2020-08-29 08,5586
15 2020-08-29 09,5598
15 2020-08-29 10,5626
15 2020-08-29 11,5661
15 2020-08-29 12,5693
15 2020-08-29 13,5712
15 2020-08-29 14,5731
15 2020-08-29 15,5757
15 2020-08-29 16,5768
15 2020-08-29 17,5755
15 2020-08-29 18,5712
15 2020-08-29 19,5675
15 2020-08-29 20,5638
15 2020-08-29 21,5583
15 2020-08-29 22,5504
15 2020-08-29 23,5445
15 2020-08-30 00,5423
15 2020-08-30 01,5398
15 2020-08-30 02,5469
15 2020-08-30 03,5507
15 2020-08-30 04,5528
15 2020-08-30 05,5508
15 2020-08-30 06,5385
15 2020-08-30 07,5496
15 2020-08-30 08,5527
15 2020-08-30 09,5556
15 2020-08-30 10,5584
15 2020-08-30 11,5613
15 2020-08-30 12,5638
15 2020-08-30 13,5664
15 2020-08-30 14,5702
15 2020-08-30 15,5748
15 2020-08-30 16,5784
15 2020-08-30 17,5806
15 2020-08-30 18,5812
15 2020-08-30 19,5800
15 2020-08-30 20,5760
15 2020-08-30 21,5684
15 2020-08-30 22,5556
15 2020-08-30 23,5486
15 2020-08-31 00,5457
15 2020-08-31 01,5356
15 2020-08-31 02,5352
15 2020-08-31 03,5370
15 2020-08-31 04,5387
15 2020-08-31 05,5361
15 2020-08-31 06,5375
15 2020-08-31 07,5665
15 2020-08-31 08,5676
15 2020-08-31 09,5686
15 2020-08-31 10,5710
15 2020-08-31 11,5745
15 2020-08-31 12,5792
15 2020-08-31 13,5841
15 2020-08-31 14,5883
15 2020-08-31 15,5908
15 2020-08-31 16,5897
15 2020-08-31 17,5877
15 2020-08-31 18,5833
15 2020-08-31 19,5750
15 2020-08-31 20,5643
15 2020-08-31 21,5521
15 2020-08-31 22,5417
15 2020-08-31 23,5385
16 2020-08-25 00,5872
16 2020-08-25 01,5592
16 2020-08-25 02,5550
16 2020-08-25 03,5867
16 2020-08-25 04,6069
16 2020-08-25 05,6376
16 2020-08-25 06,6677
16 2020-08-25 07,6921
16 2020-08-25 08,7001
16 2020-08-25 09,7048
16 2020-08-25 10,7071
16 2020-08-25 11,7103
16 2020-08-25 12,7140
16 2020-08-25 13,7184
16 2020-08-25 14,7204
16 2020-08-25 15,7201
16 2020-08-25 16,7175
16 2020-08-25 17,7130
16 2020-08-25 18,7077
16 2020-08-25 19,7033
16 2020-08-25 20,7001
16 2020-08-25 21,6978
16 2020-08-25 22,6967
16 2020-08-25 23,6916
16 2020-08-26 00,6891
16 2020-08-26 01,7027
16 2020-08-26 02,6993
16 2020-08-26 03,6912
16 2020-08-26 04,6804
16 2020-08-26 05,6703
16 2020-08-26 06,6588
16 2020-08-26 07,7157
16 2020-08-26 08,7237
16 2020-08-26 09,7245
16 2020-08-26 10,7234
16 2020-08-26 11,7222
16 2020-08-26 12,7213
16 2020-08-26 13,7207
16 2020-08-26 14,7199
16 2020-08-26 15,7184
16 2020-08-26 16,7157
16 2020-08-26 17,7120
16 2020-08-26 18,7076
16 2020-08-26 19,7032
16 2020-08-26 20,6989
16 2020-08-26 21,6950
16 2020-08-26 22,6925
16 2020-08-26 23,6918
16 2020-08-27 00,6867
16 2020-08-27 01,6941
16 2020-08-27 02,6867
16 2020-08-27 03,6797
16 2020-08-27 04,6744
16 2020-08-27 05,6718
16 2020-08-27 06,6663
16 2020-08-27 07,7169
16 2020-08-27 08,7172
16 2020-08-27 09,7060
16 2020-08-27 10,6855
16 2020-08-27 11,6658
16 2020-08-27 12,6592
16 2020-08-27 13,6683
16 2020-08-27 14,6817
16 2020-08-27 15,6888
16 2020-08-27 16,6919
16 2020-08-27 17,6956
16 2020-08-27 18,6967
16 2020-08-27 19,6969
16 2020-08-27 20,6959
16 2020-08-27 21,6948
16 2020-08-27 22,6948
16 2020-08-27 23,6946
16 2020-08-28 00,6805
16 2020-08-28 01,6693
16 2020-08-28 02,6618
16 2020-08-28 03,6590
16 2020-08-28 04,6579
16 2020-08-28 05,6547
16 2020-08-28 06,6244
16 2020-08-28 07,6973
16 2020-08-28 08,7007
16 2020-08-28 09,7005
16 2020-08-28 10,7024
16 2020-08-28 11,7047
16 2020-08-28 12,7079
16 2020-08-28 13,7116
16 2020-08-28 14,7150
16 2020-08-28 15,7154
16 2020-08-28 16,7138
16 2020-08-28 17,7103
16 2020-08-28 18,7054
16 2020-08-28 19,7001
16 2020-08-28 20,6959
16 2020-08-28 21,6935
16 2020-08-28 22,6937
16 2020-08-28 23,6947
16 2020-08-29 00,6809
16 2020-08-29 01,6762
16 2020-08-29 02,6736
16 2020-08-29 03,6716
16 2020-08-29 04,6688
16 2020-08-29 05,6647
16 2020-08-29 06,6481
16 2020-08-29 07,7064
16 2020-08-29 08,7106
16 2020-08-29 09,7107
16 2020-08-29 10,7113
16 2020-08-29 11,7135
16 2020-08-29 12,7159
16 2020-08-29 13,7183
16 2020-08-29 14,7192
16 2020-08-29 15,7182
16 2020-08-29 16,7159
16 2020-08-29 17,7122
16 2020-08-29 18,7082
16 2020-08-29 19,7045
16 2020-08-29 20,7005
16 2020-08-29 21,6967
16 2020-08-29 22,6942
16 2020-08-29 23,6932
16 2020-08-30 00,6801
16 2020-08-30 01,6776
16 2020-08-30 02,6752
16 2020-08-30 03,6735
16 2020-08-30 04,6709
16 2020-08-30 05,6681
16 2020-08-30 06,6559
16 2020-08-30 07,7100
16 2020-08-30 08,7154
16 2020-08-30 09,7161
16 2020-08-30 10,7166
16 2020-08-30 11,7178
16 2020-08-30 12,7200
16 2020-08-30 13,7206
16 2020-08-30 14,7196
16 2020-08-30 15,7171
16 2020-08-30 16,7135
16 2020-08-30 17,7087
16 2020-08-30 18,7034
16 2020-08-30 19,7014
16 2020-08-30 20,6970
16 2020-08-30 21,6928
16 2020-08-30 22,6901
16 2020-08-30 23,6889
16 2020-08-31 00,6856
16 2020-08-31 01,6948
16 2020-08-31 02,6938
16 2020-08-31 03,6886
16 2020-08-31 04,6824
16 2020-08-31 05,6735
16 2020-08-31 06,6597
16 2020-08-31 07,7077
16 2020-08-31 08,7147
16 2020-08-31 09,7164
16 2020-08-31 10,7175
16 2020-08-31 11,7179
16 2020-08-31 12,7181
16 2020-08-31 13,7183
16 2020-08-31 14,7181
16 2020-08-31 15,7176
16 2020-08-31 16,7164
16 2020-08-31 17,7139
16 2020-08-31 18,7101
16 2020-08-31 19,7047
16 2020-08-31 20,7003
16 2020-08-31 21,6966
16 2020-08-31 22,6941
16 2020-08-31 23,6934
17 2020-08-25 00,5918
17 2020-08-25 01,5454
17 2020-08-25 02,5278
17 2020-08-25 03,5276
17 2020-08-25 04,5342
17 2020-08-25 05,5495
17 2020-08-25 06,5765
17 2020-08-25 07,6106
17 2020-08-25 08,6210
17 2020-08-25 09,6328
17 2020-08-25 10,6505
17 2020-08-25 11,6872
17 2020-08-25 12,7354
17 2020-08-25 13,7744
17 2020-08-25 14,8078
17 2020-08-25 15,8356
17 2020-08-25 16,8525
17 2020-08-25 17,8621
17 2020-08-25 18,8713
17 2020-08-25 19,8750
17 2020-08-25 20,8679
17 2020-08-25 21,8482
17 2020-08-25 22,7767
17 2020-08-25 23,6824
17 2020-08-26 00,5822
17 2020-08-26 01,4876
17 2020-08-26 02,4291
17 2020-08-26 03,4709
17 2020-08-26 04,5431
17 2020-08-26 05,5870
17 2020-08-26 06,6164
17 2020-08-26 07,6152
17 2020-08-26 08,6271
17 2020-08-26 09,6418
17 2020-08-26 10,6662
17 2020-08-26 11,7077
17 2020-08-26 12,7463
17 2020-08-26 13,7777
17 2020-08-26 14,8031
17 2020-08-26 15,8248
17 2020-08-26 16,8420
17 2020-08-26 17,8547
17 2020-08-26 18,8669
17 2020-08-26 19,8725
17 2020-08-26 20,8678
17 2020-08-26 21,8602
17 2020-08-26 22,8119
17 2020-08-26 23,7277
17 2020-08-27 00,6306
17 2020-08-27 01,5188
17 2020-08-27 02,4485
17 2020-08-27 03,4636
17 2020-08-27 04,5182
17 2020-08-27 05,5685
17 2020-08-27 06,6029
17 2020-08-27 07,6023
17 2020-08-27 08,6024
17 2020-08-27 09,5982
17 2020-08-27 10,5941
17 2020-08-27 11,5921
17 2020-08-27 12,5953
17 2020-08-27 13,6092
17 2020-08-27 14,6348
17 2020-08-27 15,6653
17 2020-08-27 16,6844
17 2020-08-27 17,6946
17 2020-08-27 18,7023
17 2020-08-27 19,7110
17 2020-08-27 20,7180
17 2020-08-27 21,6919
17 2020-08-27 22,6309
17 2020-08-27 23,5721
17 2020-08-28 00,5286
17 2020-08-28 01,4443
17 2020-08-28 02,3959
17 2020-08-28 03,4270
17 2020-08-28 04,4777
17 2020-08-28 05,5109
17 2020-08-28 06,4940
17 2020-08-28 07,4974
17 2020-08-28 08,5065
17 2020-08-28 09,5203
17 2020-08-28 10,5461
17 2020-08-28 11,5908
17 2020-08-28 12,6283
17 2020-08-28 13,6530
17 2020-08-28 14,6757
17 2020-08-28 15,6937
17 2020-08-28 16,7061
17 2020-08-28 17,7167
17 2020-08-28 18,7238
17 2020-08-28 19,7270
17 2020-08-28 20,7223
17 2020-08-28 21,7083
17 2020-08-28 22,6543
17 2020-08-28 23,5970
17 2020-08-29 00,5418
17 2020-08-29 01,4651
17 2020-08-29 02,4188
17 2020-08-29 03,4497
17 2020-08-29 04,5111
17 2020-08-29 05,5558
17 2020-08-29 06,5498
17 2020-08-29 07,5612
17 2020-08-29 08,5721
17 2020-08-29 09,5840
17 2020-08-29 10,5933
17 2020-08-29 11,5986
17 2020-08-29 12,6006
17 2020-08-29 13,6041
17 2020-08-29 14,6180
17 2020-08-29 15,6447
17 2020-08-29 16,6762
17 2020-08-29 17,6880
17 2020-08-29 18,6912
17 2020-08-29 19,6976
17 2020-08-29 20,7086
17 2020-08-29 21,6987
17 2020-08-29 22,6425
17 2020-08-29 23,5792
17 2020-08-30 00,5232
17 2020-08-30 01,4294
17 2020-08-30 02,3803
17 2020-08-30 03,3988
17 2020-08-30 04,4345
17 2020-08-30 05,4649
17 2020-08-30 06,4434
17 2020-08-30 07,4738
17 2020-08-30 08,4902
17 2020-08-30 09,5191
17 2020-08-30 10,5318
17 2020-08-30 11,5337
17 2020-08-30 12,5376
17 2020-08-30 13,5805
17 2020-08-30 14,6332
17 2020-08-30 15,6794
17 2020-08-30 16,7139
17 2020-08-30 17,7440
17 2020-08-30 18,7613
17 2020-08-30 19,7708
17 2020-08-30 20,7725
17 2020-08-30 21,7458
17 2020-08-30 22,6772
17 2020-08-30 23,6048
17 2020-08-31 00,5437
17 2020-08-31 01,4475
17 2020-08-31 02,3898
17 2020-08-31 03,4126
17 2020-08-31 04,4572
17 2020-08-31 05,4976
17 2020-08-31 06,4884
17 2020-08-31 07,5166
17 2020-08-31 08,5475
17 2020-08-31 09,5809
17 2020-08-31 10,6142
17 2020-08-31 11,6372
17 2020-08-31 12,6617
17 2020-08-31 13,6885
17 2020-08-31 14,7103
17 2020-08-31 15,7310
17 2020-08-31 16,7509
17 2020-08-31 17,7632
17 2020-08-31 18,7675
17 2020-08-31 19,7665
17 2020-08-31 20,7561
17 2020-08-31 21,7033
17 2020-08-31 22,6332
17 2020-08-31 23,5639
18 2020-08-25 00,6146
18 2020-08-25 01,5500
18 2020-08-25 02,4862
18 2020-08-25 03,4489
18 2020-08-25 04,4140
18 2020-08-25 05,3827
18 2020-08-25 06,3577
18 2020-08-25 07,3478
18 2020-08-25 08,3475
18 2020-08-25 09,3490
18 2020-08-25 10,3621
18 2020-08-25 11,3906
18 2020-08-25 12,4346
18 2020-08-25 13,4880
18 2020-08-25 14,5499
18 2020-08-25 15,5912
18 2020-08-25 16,5907
18 2020-08-25 17,5867
18 2020-08-25 18,5916
18 2020-08-25 19,5925
18 2020-08-25 20,5904
18 2020-08-25 21,5870
18 2020-08-25 22,5687
18 2020-08-25 23,5309
18 2020-08-26 00,5083
18 2020-08-26 01,4893
18 2020-08-26 02,4733
18 2020-08-26 03,4559
18 2020-08-26 04,4328
18 2020-08-26 05,4137
18 2020-08-26 06,4183
18 2020-08-26 07,4543
18 2020-08-26 08,4571
18 2020-08-26 09,4666
18 2020-08-26 10,4820
18 2020-08-26 11,5067
18 2020-08-26 12,5435
18 2020-08-26 13,5936
18 2020-08-26 14,6367
18 2020-08-26 15,6570
18 2020-08-26 16,6677
18 2020-08-26 17,6508
18 2020-08-26 18,6242
18 2020-08-26 19,6053
18 2020-08-26 20,5917
18 2020-08-26 21,5867
18 2020-08-26 22,5733
18 2020-08-26 23,5500
18 2020-08-27 00,5298
18 2020-08-27 01,5114
18 2020-08-27 02,4950
18 2020-08-27 03,4796
18 2020-08-27 04,4636
18 2020-08-27 05,4404
18 2020-08-27 06,4214
18 2020-08-27 07,4227
18 2020-08-27 08,4272
18 2020-08-27 09,4407
18 2020-08-27 10,4637
18 2020-08-27 11,4718
18 2020-08-27 12,4734
18 2020-08-27 13,4678
18 2020-08-27 14,4667
18 2020-08-27 15,4659
18 2020-08-27 16,4743
18 2020-08-27 17,4782
18 2020-08-27 18,4780
18 2020-08-27 19,4754
18 2020-08-27 20,4738
18 2020-08-27 21,4712
18 2020-08-27 22,4564
18 2020-08-27 23,4270
18 2020-08-28 00,3971
18 2020-08-28 01,3720
18 2020-08-28 02,3603
18 2020-08-28 03,3532
18 2020-08-28 04,3498
18 2020-08-28 05,3418
18 2020-08-28 06,3338
18 2020-08-28 07,3576
18 2020-08-28 08,3568
18 2020-08-28 09,3558
18 2020-08-28 10,3554
18 2020-08-28 11,3561
18 2020-08-28 12,3641
18 2020-08-28 13,3884
18 2020-08-28 14,4150
18 2020-08-28 15,4393
18 2020-08-28 16,4631
18 2020-08-28 17,4748
18 2020-08-28 18,4770
18 2020-08-28 19,4738
18 2020-08-28 20,4707
18 2020-08-28 21,4605
18 2020-08-28 22,4319
18 2020-08-28 23,4038
18 2020-08-29 00,3844
18 2020-08-29 01,3681
18 2020-08-29 02,3564
18 2020-08-29 03,3473
18 2020-08-29 04,3391
18 2020-08-29 05,3307
18 2020-08-29 06,3229
18 2020-08-29 07,3530
18 2020-08-29 08,3531
18 2020-08-29 09,3528
18 2020-08-29 10,3536
18 2020-08-29 11,3552
18 2020-08-29 12,3577
18 2020-08-29 13,3618
18 2020-08-29 14,3684
18 2020-08-29 15,3845
18 2020-08-29 16,3937
18 2020-08-29 17,3939
18 2020-08-29 18,3938
18 2020-08-29 19,3936
18 2020-08-29 20,3922
18 2020-08-29 21,3906
18 2020-08-29 22,3889
18 2020-08-29 23,3901
18 2020-08-30 00,3875
18 2020-08-30 01,3787
18 2020-08-30 02,3668
18 2020-08-30 03,3559
18 2020-08-30 04,3458
18 2020-08-30 05,3359
18 2020-08-30 06,3266
18 2020-08-30 07,3544
18 2020-08-30 08,3542
18 2020-08-30 09,3534
18 2020-08-30 10,3523
18 2020-08-30 11,3516
18 2020-08-30 12,3515
18 2020-08-30 13,3522
18 2020-08-30 14,3541
18 2020-08-30 15,3576
18 2020-08-30 16,3636
18 2020-08-30 17,3756
18 2020-08-30 18,3996
18 2020-08-30 19,4275
18 2020-08-30 20,4453
18 2020-08-30 21,4541
18 2020-08-30 22,4413
18 2020-08-30 23,4161
18 2020-08-31 00,3927
18 2020-08-31 01,3701
18 2020-08-31 02,3549
18 2020-08-31 03,3448
18 2020-08-31 04,3361
18 2020-08-31 05,3279
18 2020-08-31 06,3206
18 2020-08-31 07,3505
18 2020-08-31 08,3543
18 2020-08-31 09,3705
18 2020-08-31 10,3933
18 2020-08-31 11,4146
18 2020-08-31 12,4322
18 2020-08-31 13,4524
18 2020-08-31 14,4669
18 2020-08-31 15,4771
18 2020-08-31 16,4848
18 2020-08-31 17,4913
18 2020-08-31 18,4956
18 2020-08-31 19,4946
18 2020-08-31 20,4875
18 2020-08-31 21,4850
18 2020-08-31 22,4858
18 2020-08-31 23,4852
19 2020-08-25 00,6808
19 2020-08-25 01,6920
19 2020-08-25 02,7114
19 2020-08-25 03,7264
19 2020-08-25 04,6941
19 2020-08-25 05,6472
19 2020-08-25 06,6552
19 2020-08-25 07,6611
19 2020-08-25 08,6499
19 2020-08-25 09,6392
19 2020-08-25 10,6284
19 2020-08-25 11,6179
19 2020-08-25 12,6024
19 2020-08-25 13,5880
19 2020-08-25 14,5870
19 2020-08-25 15,6005
19 2020-08-25 16,6216
19 2020-08-25 17,6167
19 2020-08-25 18,6075
19 2020-08-25 19,5973
19 2020-08-25 20,5786
19 2020-08-25 21,5588
19 2020-08-25 22,5440
19 2020-08-25 23,5290
19 2020-08-26 00,5215
19 2020-08-26 01,5294
19 2020-08-26 02,5353
19 2020-08-26 03,5499
19 2020-08-26 04,5763
19 2020-08-26 05,6123
19 2020-08-26 06,6495
19 2020-08-26 07,6962
19 2020-08-26 08,6653
19 2020-08-26 09,6470
19 2020-08-26 10,6331
19 2020-08-26 11,6224
19 2020-08-26 12,6074
19 2020-08-26 13,5949
19 2020-08-26 14,5882
19 2020-08-26 15,5840
19 2020-08-26 16,5808
19 2020-08-26 17,5786
19 2020-08-26 18,5686
19 2020-08-26 19,5489
19 2020-08-26 20,5340
19 2020-08-26 21,5224
19 2020-08-26 22,5154
19 2020-08-26 23,5095
19 2020-08-27 00,5064
19 2020-08-27 01,5173
19 2020-08-27 02,5256
19 2020-08-27 03,5399
19 2020-08-27 04,5715
19 2020-08-27 05,6328
19 2020-08-27 06,7773
19 2020-08-27 07,8373
19 2020-08-27 08,7506
19 2020-08-27 09,6762
19 2020-08-27 10,6440
19 2020-08-27 11,6284
19 2020-08-27 12,6169
19 2020-08-27 13,6045
19 2020-08-27 14,6006
19 2020-08-27 15,5931
19 2020-08-27 16,5872
19 2020-08-27 17,5799
19 2020-08-27 18,5557
19 2020-08-27 19,5331
19 2020-08-27 20,5208
19 2020-08-27 21,5141
19 2020-08-27 22,5107
19 2020-08-27 23,5070
19 2020-08-28 00,5062
19 2020-08-28 01,5185
19 2020-08-28 02,5287
19 2020-08-28 03,5444
19 2020-08-28 04,5746
19 2020-08-28 05,6120
19 2020-08-28 06,6473
19 2020-08-28 07,6630
19 2020-08-28 08,6519
19 2020-08-28 09,6407
19 2020-08-28 10,6281
19 2020-08-28 11,6171
19 2020-08-28 12,6025
19 2020-08-28 13,5878
19 2020-08-28 14,5789
19 2020-08-28 15,5736
19 2020-08-28 16,5720
19 2020-08-28 17,5768
19 2020-08-28 18,5835
19 2020-08-28 19,5853
19 2020-08-28 20,5600
19 2020-08-28 21,5458
19 2020-08-28 22,5290
19 2020-08-28 23,5164
19 2020-08-29 00,5111
19 2020-08-29 01,5191
19 2020-08-29 02,5285
19 2020-08-29 03,5424
19 2020-08-29 04,5730
19 2020-08-29 05,6089
19 2020-08-29 06,6448
19 2020-08-29 07,6525
19 2020-08-29 08,6433
19 2020-08-29 09,6333
19 2020-08-29 10,6224
19 2020-08-29 11,6119
19 2020-08-29 12,5963
19 2020-08-29 13,5830
19 2020-08-29 14,5763
19 2020-08-29 15,5740
19 2020-08-29 16,5748
19 2020-08-29 17,5773
19 2020-08-29 18,5804
19 2020-08-29 19,5677
19 2020-08-29 20,5479
19 2020-08-29 21,5324
19 2020-08-29 22,5232
19 2020-08-29 23,5160
19 2020-08-30 00,5126
19 2020-08-30 01,5218
19 2020-08-30 02,5282
19 2020-08-30 03,5392
19 2020-08-30 04,5687
19 2020-08-30 05,6081
19 2020-08-30 06,6430
19 2020-08-30 07,6551
19 2020-08-30 08,6446
19 2020-08-30 09,6341
19 2020-08-30 10,6241
19 2020-08-30 11,6072
19 2020-08-30 12,5881
19 2020-08-30 13,5709
19 2020-08-30 14,5755
19 2020-08-30 15,6043
19 2020-08-30 16,6357
19 2020-08-30 17,6238
19 2020-08-30 18,6134
19 2020-08-30 19,6028
19 2020-08-30 20,5814
19 2020-08-30 21,5621
19 2020-08-30 22,5443
19 2020-08-30 23,5234
19 2020-08-31 00,5149
19 2020-08-31 01,5216
19 2020-08-31 02,5287
19 2020-08-31 03,5390
19 2020-08-31 04,5659
19 2020-08-31 05,6008
19 2020-08-31 06,6396
19 2020-08-31 07,6703
19 2020-08-31 08,6599
19 2020-08-31 09,6496
19 2020-08-31 10,6398
19 2020-08-31 11,6292
19 2020-08-31 12,6199
19 2020-08-31 13,6070
19 2020-08-31 14,5994
19 2020-08-31 15,5938
19 2020-08-31 16,5896
19 2020-08-31 17,5787
19 2020-08-31 18,5509
19 2020-08-31 19,5352
19 2020-08-31 20,5275
19 2020-08-31 21,5217
19 2020-08-31 22,5147
19 2020-08-31 23,4988
20 2020-08-25 00,6644
20 2020-08-25 01,6930
20 2020-08-25 02,7104
20 2020-08-25 03,7251
20 2020-08-25 04,7265
20 2020-08-25 05,7244
20 2020-08-25 06,7272
20 2020-08-25 07,7350
20 2020-08-25 08,7279
20 2020-08-25 09,7198
20 2020-08-25 10,7116
20 2020-08-25 11,7038
20 2020-08-25 12,6981
20 2020-08-25 13,7035
20 2020-08-25 14,7091
20 2020-08-25 15,7043
20 2020-08-25 16,6961
20 2020-08-25 17,6932
20 2020-08-25 18,6940
20 2020-08-25 19,6978
20 2020-08-25 20,6983
20 2020-08-25 21,6691
20 2020-08-25 22,6400
20 2020-08-25 23,6219
20 2020-08-26 00,6442
